Figure 11: Seasonal/latitudinal variations of the column abundances of AlO, AlOH and Al+ 
(units: 10^7 cm-2 ), averaged over 2004-2014
 Month, Latitude, Al+,AlO,AlOH (10^7 cm-2)
   9   8.53 0.2235990E+02 0.4563030E+01 0.5042790E+01
   9  10.42 0.2224390E+02 0.4587140E+01 0.5044490E+01
   9  12.32 0.2212850E+02 0.4615360E+01 0.5048900E+01
   9  14.21 0.2202090E+02 0.4649420E+01 0.5056100E+01
   9  16.11 0.2189500E+02 0.4685400E+01 0.5068450E+01
   9  18.00 0.2174430E+02 0.4726220E+01 0.5083930E+01
   9  19.89 0.2157720E+02 0.4770490E+01 0.5108070E+01
   9  21.79 0.2137940E+02 0.4812720E+01 0.5140660E+01
   9  23.68 0.2113510E+02 0.4850500E+01 0.5181110E+01
   9  25.58 0.2084680E+02 0.4882570E+01 0.5228300E+01
   9  27.47 0.2055500E+02 0.4921420E+01 0.5283500E+01
   9  29.37 0.2029020E+02 0.4977430E+01 0.5345590E+01
   9  31.26 0.2001770E+02 0.5036100E+01 0.5414960E+01
   9  33.16 0.1970480E+02 0.5087360E+01 0.5491350E+01
   9  35.05 0.1933360E+02 0.5125210E+01 0.5575880E+01
   9  36.95 0.1891830E+02 0.5155250E+01 0.5664620E+01
   9  38.84 0.1850590E+02 0.5182490E+01 0.5760960E+01
   9  40.74 0.1811890E+02 0.5210340E+01 0.5860000E+01
   9  42.63 0.1779790E+02 0.5249290E+01 0.5956660E+01
   9  44.53 0.1756200E+02 0.5305560E+01 0.6047770E+01
   9  46.42 0.1739110E+02 0.5375000E+01 0.6130960E+01
   9  48.32 0.1725580E+02 0.5453370E+01 0.6198290E+01
   9  50.21 0.1713480E+02 0.5533910E+01 0.6256390E+01
   9  52.11 0.1705790E+02 0.5619410E+01 0.6303590E+01
   9  54.00 0.1704360E+02 0.5717440E+01 0.6337150E+01
   9  55.89 0.1708060E+02 0.5834040E+01 0.6349980E+01
   9  57.79 0.1715770E+02 0.5961140E+01 0.6344400E+01
   9  59.68 0.1726850E+02 0.6100760E+01 0.6324240E+01
   9  61.58 0.1740280E+02 0.6261070E+01 0.6289050E+01
   9  63.47 0.1754330E+02 0.6443550E+01 0.6240840E+01
   9  65.37 0.1770410E+02 0.6644560E+01 0.6182740E+01
   9  67.26 0.1790230E+02 0.6857600E+01 0.6105230E+01
   9  69.16 0.1815440E+02 0.7105950E+01 0.6005570E+01
   9  71.05 0.1843970E+02 0.7416340E+01 0.5881020E+01
   9  72.95 0.1873040E+02 0.7858330E+01 0.5708100E+01
   9  74.84 0.1897630E+02 0.8502250E+01 0.5437710E+01
   9  76.74 0.1911740E+02 0.9297030E+01 0.5099360E+01
   9  78.63 0.1919070E+02 0.1012000E+02 0.4756040E+01
   9  80.53 0.1927130E+02 0.1089320E+02 0.4411580E+01
   9  82.42 0.1940210E+02 0.1161800E+02 0.4072590E+01
   9  84.32 0.1955160E+02 0.1223380E+02 0.3771210E+01
   9  86.21 0.1966030E+02 0.1259840E+02 0.3633890E+01
   9  88.11 0.1974750E+02 0.1278830E+02 0.3640380E+01
   9  90.00 0.1978970E+02 0.1285740E+02 0.3642150E+01
  10 -90.00 0.1728270E+02 0.9072240E+01 0.2790490E+01
  10 -88.11 0.1730100E+02 0.9059180E+01 0.2786490E+01
  10 -86.21 0.1733800E+02 0.9010170E+01 0.2771800E+01
  10 -84.32 0.1737370E+02 0.8959010E+01 0.2754940E+01
  10 -82.42 0.1740290E+02 0.8914930E+01 0.2729020E+01
  10 -80.53 0.1744400E+02 0.8885890E+01 0.2698140E+01
  10 -78.63 0.1748430E+02 0.8784920E+01 0.2745510E+01
  10 -76.74 0.1753730E+02 0.8591220E+01 0.2899300E+01
  10 -74.84 0.1757290E+02 0.8342590E+01 0.3104220E+01
  10 -72.95 0.1759600E+02 0.8058840E+01 0.3343540E+01
  10 -71.05 0.1760880E+02 0.7755010E+01 0.3606910E+01
  10 -69.16 0.1762050E+02 0.7439510E+01 0.3891270E+01
  10 -67.26 0.1763190E+02 0.7158900E+01 0.4140050E+01
  10 -65.37 0.1763990E+02 0.6935250E+01 0.4330450E+01
  10 -63.47 0.1763160E+02 0.6743380E+01 0.4490090E+01
  10 -61.58 0.1760890E+02 0.6577210E+01 0.4630710E+01
  10 -59.68 0.1756250E+02 0.6421080E+01 0.4757710E+01
  10 -57.79 0.1748840E+02 0.6271250E+01 0.4865430E+01
  10 -55.89 0.1738570E+02 0.6129770E+01 0.4955310E+01
  10 -54.00 0.1725330E+02 0.5999370E+01 0.5025600E+01
  10 -52.11 0.1711010E+02 0.5876430E+01 0.5073240E+01
  10 -50.21 0.1697080E+02 0.5751440E+01 0.5100610E+01
  10 -48.32 0.1685350E+02 0.5631790E+01 0.5107870E+01
  10 -46.42 0.1675520E+02 0.5516490E+01 0.5098830E+01
  10 -44.53 0.1668650E+02 0.5407480E+01 0.5077860E+01
  10 -42.63 0.1665940E+02 0.5312160E+01 0.5046580E+01
  10 -40.74 0.1665820E+02 0.5221370E+01 0.5015000E+01
  10 -38.84 0.1667390E+02 0.5143480E+01 0.4975900E+01
  10 -36.95 0.1671390E+02 0.5071550E+01 0.4941600E+01
  10 -35.05 0.1677550E+02 0.5008910E+01 0.4903420E+01
  10 -33.16 0.1685850E+02 0.4951390E+01 0.4866070E+01
  10 -31.26 0.1698000E+02 0.4900110E+01 0.4833120E+01
  10 -29.37 0.1712970E+02 0.4856270E+01 0.4801380E+01
  10 -27.47 0.1729960E+02 0.4814080E+01 0.4781260E+01
  10 -25.58 0.1748250E+02 0.4770470E+01 0.4774700E+01
  10 -23.68 0.1768350E+02 0.4734020E+01 0.4770640E+01
  10 -21.79 0.1790040E+02 0.4698600E+01 0.4777700E+01
  10 -19.89 0.1813010E+02 0.4663030E+01 0.4797150E+01
  10 -18.00 0.1836210E+02 0.4627550E+01 0.4824650E+01
  10 -16.11 0.1859080E+02 0.4599940E+01 0.4852710E+01
  10 -14.21 0.1883620E+02 0.4579070E+01 0.4889390E+01
  10 -12.32 0.1910720E+02 0.4567710E+01 0.4934690E+01
  10 -10.42 0.1939080E+02 0.4562370E+01 0.4987860E+01
  10  -8.53 0.1967150E+02 0.4576710E+01 0.5027350E+01
  10  -6.63 0.1993760E+02 0.4596150E+01 0.5068790E+01
  10  -4.74 0.2017160E+02 0.4621060E+01 0.5111370E+01
  10  -2.84 0.2034510E+02 0.4645130E+01 0.5159400E+01
  10  -0.95 0.2043460E+02 0.4653930E+01 0.5226460E+01
  10   0.95 0.2042760E+02 0.4699590E+01 0.5240830E+01
  10   2.84 0.2032400E+02 0.4745190E+01 0.5252200E+01
  10   4.74 0.2013830E+02 0.4788600E+01 0.5259550E+01
  10   6.63 0.1990630E+02 0.4829900E+01 0.5265700E+01
  10   8.53 0.1967490E+02 0.4876830E+01 0.5272680E+01
  10  10.42 0.1945760E+02 0.4923660E+01 0.5298110E+01
  10  12.32 0.1924980E+02 0.4979970E+01 0.5325690E+01
  10  14.21 0.1904570E+02 0.5051680E+01 0.5353210E+01
  10  16.11 0.1882110E+02 0.5131750E+01 0.5384150E+01
  10  18.00 0.1856470E+02 0.5215440E+01 0.5421910E+01
  10  19.89 0.1826420E+02 0.5299810E+01 0.5467870E+01
  10  21.79 0.1791000E+02 0.5370000E+01 0.5529180E+01
  10  23.68 0.1750170E+02 0.5432430E+01 0.5594800E+01
  10  25.58 0.1704160E+02 0.5485760E+01 0.5665260E+01
  10  27.47 0.1656540E+02 0.5537540E+01 0.5741910E+01
  10  29.37 0.1607760E+02 0.5589420E+01 0.5825570E+01
  10  31.26 0.1554920E+02 0.5626870E+01 0.5919280E+01
  10  33.16 0.1496880E+02 0.5648030E+01 0.6020480E+01
  10  35.05 0.1434350E+02 0.5654010E+01 0.6128060E+01
  10  36.95 0.1370370E+02 0.5646960E+01 0.6242510E+01
  10  38.84 0.1311370E+02 0.5644650E+01 0.6363520E+01
  10  40.74 0.1259900E+02 0.5651830E+01 0.6490030E+01
  10  42.63 0.1217180E+02 0.5672190E+01 0.6617960E+01
  10  44.53 0.1181680E+02 0.5706430E+01 0.6745460E+01
  10  46.42 0.1152110E+02 0.5751950E+01 0.6869880E+01
  10  48.32 0.1126090E+02 0.5796100E+01 0.6995990E+01
  10  50.21 0.1102490E+02 0.5837070E+01 0.7119200E+01
  10  52.11 0.1082020E+02 0.5876480E+01 0.7229950E+01
  10  54.00 0.1065400E+02 0.5909610E+01 0.7326790E+01
  10  55.89 0.1053260E+02 0.5936220E+01 0.7411330E+01
  10  57.79 0.1045700E+02 0.5962940E+01 0.7481990E+01
  10  59.68 0.1042420E+02 0.5984980E+01 0.7541470E+01
  10  61.58 0.1042050E+02 0.6007300E+01 0.7590780E+01
  10  63.47 0.1044660E+02 0.6039040E+01 0.7630810E+01
  10  65.37 0.1050550E+02 0.6072210E+01 0.7659100E+01
  10  67.26 0.1059530E+02 0.6089090E+01 0.7678820E+01
  10  69.16 0.1071660E+02 0.6086660E+01 0.7690420E+01
  10  71.05 0.1085590E+02 0.6087890E+01 0.7693520E+01
  10  72.95 0.1097880E+02 0.6127090E+01 0.7703660E+01
  10  74.84 0.1103500E+02 0.6222220E+01 0.7715500E+01
  10  76.74 0.1100880E+02 0.6370100E+01 0.7736780E+01
  10  78.63 0.1093990E+02 0.6509280E+01 0.7764410E+01
  10  80.53 0.1091020E+02 0.6601520E+01 0.7815240E+01
  10  82.42 0.1091610E+02 0.6609880E+01 0.7924210E+01
  10  84.32 0.1095490E+02 0.6464600E+01 0.8226160E+01
  10  86.21 0.1099700E+02 0.6400720E+01 0.8391690E+01
  10  88.11 0.1103620E+02 0.6438090E+01 0.8394830E+01
  10  90.00 0.1106290E+02 0.6456280E+01 0.8390500E+01
  11 -90.00 0.2219660E+02 0.6673390E+01 0.1845330E+01
  11 -88.11 0.2223390E+02 0.6660780E+01 0.1852770E+01
  11 -86.21 0.2234450E+02 0.6639630E+01 0.1871320E+01
  11 -84.32 0.2251300E+02 0.6645610E+01 0.1894460E+01
  11 -82.42 0.2272040E+02 0.6674750E+01 0.1923780E+01
  11 -80.53 0.2297280E+02 0.6733410E+01 0.1959100E+01
  11 -78.63 0.2324950E+02 0.6809190E+01 0.1999500E+01
  11 -76.74 0.2356260E+02 0.6892080E+01 0.2048830E+01
  11 -74.84 0.2390460E+02 0.6975920E+01 0.2106890E+01
  11 -72.95 0.2425970E+02 0.7066360E+01 0.2175160E+01
  11 -71.05 0.2461100E+02 0.7156150E+01 0.2248810E+01
  11 -69.16 0.2496860E+02 0.7258760E+01 0.2328290E+01
  11 -67.26 0.2530280E+02 0.7325680E+01 0.2467010E+01
  11 -65.37 0.2557700E+02 0.7322890E+01 0.2691700E+01
  11 -63.47 0.2576020E+02 0.7261350E+01 0.2978480E+01
  11 -61.58 0.2585920E+02 0.7133680E+01 0.3324510E+01
  11 -59.68 0.2584420E+02 0.6990760E+01 0.3651740E+01
  11 -57.79 0.2570320E+02 0.6865270E+01 0.3906380E+01
  11 -55.89 0.2543460E+02 0.6737520E+01 0.4109220E+01
  11 -54.00 0.2506480E+02 0.6601380E+01 0.4261620E+01
  11 -52.11 0.2464780E+02 0.6460830E+01 0.4367050E+01
  11 -50.21 0.2421890E+02 0.6314380E+01 0.4433990E+01
  11 -48.32 0.2380410E+02 0.6168230E+01 0.4470600E+01
  11 -46.42 0.2342630E+02 0.6029110E+01 0.4486920E+01
  11 -44.53 0.2311870E+02 0.5906990E+01 0.4488340E+01
  11 -42.63 0.2286740E+02 0.5798810E+01 0.4484000E+01
  11 -40.74 0.2265570E+02 0.5708830E+01 0.4476060E+01
  11 -38.84 0.2248790E+02 0.5631720E+01 0.4478850E+01
  11 -36.95 0.2234970E+02 0.5570560E+01 0.4483410E+01
  11 -35.05 0.2222780E+02 0.5521260E+01 0.4488050E+01
  11 -33.16 0.2212320E+02 0.5472910E+01 0.4498110E+01
  11 -31.26 0.2203720E+02 0.5433800E+01 0.4501720E+01
  11 -29.37 0.2195830E+02 0.5387370E+01 0.4518040E+01
  11 -27.47 0.2188530E+02 0.5344420E+01 0.4531620E+01
  11 -25.58 0.2182380E+02 0.5300850E+01 0.4549920E+01
  11 -23.68 0.2176700E+02 0.5254390E+01 0.4568710E+01
  11 -21.79 0.2170600E+02 0.5195490E+01 0.4602180E+01
  11 -19.89 0.2163490E+02 0.5146870E+01 0.4618180E+01
  11 -18.00 0.2156440E+02 0.5091830E+01 0.4644000E+01
  11 -16.11 0.2151200E+02 0.5034200E+01 0.4677520E+01
  11 -14.21 0.2148810E+02 0.4993070E+01 0.4701250E+01
  11 -12.32 0.2147050E+02 0.4950520E+01 0.4735840E+01
  11 -10.42 0.2145690E+02 0.4927730E+01 0.4755940E+01
  11  -8.53 0.2142200E+02 0.4903820E+01 0.4787090E+01
  11  -6.63 0.2135320E+02 0.4872990E+01 0.4836160E+01
  11  -4.74 0.2124150E+02 0.4860440E+01 0.4870240E+01
  11  -2.84 0.2108530E+02 0.4870300E+01 0.4882570E+01
  11  -0.95 0.2087710E+02 0.4890310E+01 0.4904620E+01
  11   0.95 0.2060690E+02 0.4865900E+01 0.5004830E+01
  11   2.84 0.2028450E+02 0.4907240E+01 0.5031710E+01
  11   4.74 0.1992640E+02 0.4957190E+01 0.5059140E+01
  11   6.63 0.1956280E+02 0.5008230E+01 0.5100240E+01
  11   8.53 0.1921530E+02 0.5033500E+01 0.5193240E+01
  11  10.42 0.1887520E+02 0.5108780E+01 0.5234030E+01
  11  12.32 0.1852630E+02 0.5200220E+01 0.5266480E+01
  11  14.21 0.1816170E+02 0.5277580E+01 0.5332220E+01
  11  16.11 0.1775990E+02 0.5360290E+01 0.5400220E+01
  11  18.00 0.1731540E+02 0.5447150E+01 0.5465720E+01
  11  19.89 0.1682800E+02 0.5522810E+01 0.5541790E+01
  11  21.79 0.1630250E+02 0.5585870E+01 0.5625280E+01
  11  23.68 0.1576190E+02 0.5645110E+01 0.5704850E+01
  11  25.58 0.1521800E+02 0.5698390E+01 0.5785620E+01
  11  27.47 0.1470140E+02 0.5734870E+01 0.5889630E+01
  11  29.37 0.1421010E+02 0.5774430E+01 0.5989310E+01
  11  31.26 0.1373050E+02 0.5816550E+01 0.6086340E+01
  11  33.16 0.1326400E+02 0.5841640E+01 0.6209030E+01
  11  35.05 0.1279950E+02 0.5861290E+01 0.6334830E+01
  11  36.95 0.1235360E+02 0.5872800E+01 0.6470990E+01
  11  38.84 0.1196380E+02 0.5882040E+01 0.6625550E+01
  11  40.74 0.1162880E+02 0.5904150E+01 0.6770300E+01
  11  42.63 0.1133960E+02 0.5922040E+01 0.6926640E+01
  11  44.53 0.1109140E+02 0.5945360E+01 0.7084360E+01
  11  46.42 0.1087140E+02 0.5966210E+01 0.7244680E+01
  11  48.32 0.1067150E+02 0.5985520E+01 0.7401190E+01
  11  50.21 0.1049540E+02 0.5995370E+01 0.7554900E+01
  11  52.11 0.1034570E+02 0.5990830E+01 0.7695680E+01
  11  54.00 0.1022340E+02 0.5965560E+01 0.7828040E+01
  11  55.89 0.1012990E+02 0.5925240E+01 0.7932030E+01
  11  57.79 0.1007170E+02 0.5858310E+01 0.8018340E+01
  11  59.68 0.1004500E+02 0.5767510E+01 0.8094090E+01
  11  61.58 0.1004100E+02 0.5662540E+01 0.8156050E+01
  11  63.47 0.1006170E+02 0.5551840E+01 0.8213040E+01
  11  65.37 0.1010210E+02 0.5426030E+01 0.8269970E+01
  11  67.26 0.1016090E+02 0.5272080E+01 0.8324620E+01
  11  69.16 0.1023700E+02 0.5084230E+01 0.8394690E+01
  11  71.05 0.1032210E+02 0.4873290E+01 0.8498250E+01
  11  72.95 0.1037520E+02 0.4646300E+01 0.8669690E+01
  11  74.84 0.1036130E+02 0.4376050E+01 0.8988420E+01
  11  76.74 0.1029050E+02 0.3945380E+01 0.9642240E+01
  11  78.63 0.1021590E+02 0.3535930E+01 0.1028210E+02
  11  80.53 0.1017450E+02 0.3166030E+01 0.1085930E+02
  11  82.42 0.1016420E+02 0.2861370E+01 0.1130580E+02
  11  84.32 0.1017800E+02 0.2768110E+01 0.1145280E+02
  11  86.21 0.1018530E+02 0.2738170E+01 0.1151230E+02
  11  88.11 0.1018670E+02 0.2725470E+01 0.1154480E+02
  11  90.00 0.1018820E+02 0.2721970E+01 0.1155260E+02
  12 -90.00 0.2578280E+02 0.3301420E+01 0.1370060E+01
  12 -88.11 0.2584160E+02 0.3299740E+01 0.1376730E+01
  12 -86.21 0.2599800E+02 0.3291090E+01 0.1397860E+01
  12 -84.32 0.2625540E+02 0.3304770E+01 0.1429780E+01
  12 -82.42 0.2659960E+02 0.3347800E+01 0.1468950E+01
  12 -80.53 0.2701750E+02 0.3412000E+01 0.1514580E+01
  12 -78.63 0.2754050E+02 0.3495630E+01 0.1566070E+01
  12 -76.74 0.2814780E+02 0.3597040E+01 0.1629950E+01
  12 -74.84 0.2881980E+02 0.3711590E+01 0.1706860E+01
  12 -72.95 0.2954640E+02 0.3833660E+01 0.1799590E+01
  12 -71.05 0.3030650E+02 0.3969390E+01 0.1901690E+01
  12 -69.16 0.3106420E+02 0.4115070E+01 0.2011730E+01
  12 -67.26 0.3180670E+02 0.4272050E+01 0.2121830E+01
  12 -65.37 0.3251740E+02 0.4441110E+01 0.2230030E+01
  12 -63.47 0.3313670E+02 0.4614760E+01 0.2335380E+01
  12 -61.58 0.3365940E+02 0.4798700E+01 0.2431670E+01
  12 -59.68 0.3404080E+02 0.4897180E+01 0.2632240E+01
  12 -57.79 0.3424030E+02 0.4838370E+01 0.3007290E+01
  12 -55.89 0.3424330E+02 0.4843130E+01 0.3275250E+01
  12 -54.00 0.3406210E+02 0.4852820E+01 0.3507710E+01
  12 -52.11 0.3371780E+02 0.4857510E+01 0.3702150E+01
  12 -50.21 0.3326470E+02 0.4842430E+01 0.3873900E+01
  12 -48.32 0.3276290E+02 0.4837220E+01 0.3994990E+01
  12 -46.42 0.3227780E+02 0.4830480E+01 0.4101070E+01
  12 -44.53 0.3183260E+02 0.4833130E+01 0.4187870E+01
  12 -42.63 0.3144080E+02 0.4851500E+01 0.4258770E+01
  12 -40.74 0.3107880E+02 0.4879710E+01 0.4324350E+01
  12 -38.84 0.3072880E+02 0.4915020E+01 0.4388200E+01
  12 -36.95 0.3036780E+02 0.4949130E+01 0.4456430E+01
  12 -35.05 0.2998490E+02 0.5000550E+01 0.4494750E+01
  12 -33.16 0.2958050E+02 0.5035070E+01 0.4550190E+01
  12 -31.26 0.2915650E+02 0.5043320E+01 0.4623050E+01
  12 -29.37 0.2872160E+02 0.5079490E+01 0.4633280E+01
  12 -27.47 0.2827100E+02 0.5064600E+01 0.4697310E+01
  12 -25.58 0.2782200E+02 0.5076800E+01 0.4697960E+01
  12 -23.68 0.2737060E+02 0.5035350E+01 0.4759690E+01
  12 -21.79 0.2691610E+02 0.5030070E+01 0.4745940E+01
  12 -19.89 0.2645250E+02 0.4960030E+01 0.4809790E+01
  12 -18.00 0.2600270E+02 0.4939250E+01 0.4786060E+01
  12 -16.11 0.2556910E+02 0.4904940E+01 0.4779810E+01
  12 -14.21 0.2513550E+02 0.4840130E+01 0.4816270E+01
  12 -12.32 0.2468640E+02 0.4813980E+01 0.4794070E+01
  12 -10.42 0.2423100E+02 0.4734380E+01 0.4858710E+01
  12  -8.53 0.2377660E+02 0.4711620E+01 0.4843350E+01
  12  -6.63 0.2332130E+02 0.4698650E+01 0.4831670E+01
  12  -4.74 0.2285460E+02 0.4633750E+01 0.4909010E+01
  12  -2.84 0.2238200E+02 0.4627610E+01 0.4909740E+01
  12  -0.95 0.2190290E+02 0.4632640E+01 0.4915400E+01
  12   0.95 0.2142550E+02 0.4589020E+01 0.5009240E+01
  12   2.84 0.2094700E+02 0.4609520E+01 0.5027170E+01
  12   4.74 0.2046880E+02 0.4643640E+01 0.5050460E+01
  12   6.63 0.2000150E+02 0.4637210E+01 0.5161700E+01
  12   8.53 0.1955740E+02 0.4706120E+01 0.5193690E+01
  12  10.42 0.1911790E+02 0.4790620E+01 0.5225470E+01
  12  12.32 0.1866550E+02 0.4843250E+01 0.5317870E+01
  12  14.21 0.1819820E+02 0.4925210E+01 0.5379600E+01
  12  16.11 0.1770980E+02 0.5029010E+01 0.5420370E+01
  12  18.00 0.1719730E+02 0.5105710E+01 0.5503830E+01
  12  19.89 0.1666180E+02 0.5166550E+01 0.5608510E+01
  12  21.79 0.1611530E+02 0.5251100E+01 0.5671290E+01
  12  23.68 0.1557030E+02 0.5300180E+01 0.5778870E+01
  12  25.58 0.1503600E+02 0.5328760E+01 0.5909900E+01
  12  27.47 0.1452390E+02 0.5392620E+01 0.5991750E+01
  12  29.37 0.1405410E+02 0.5419360E+01 0.6140630E+01
  12  31.26 0.1362400E+02 0.5463500E+01 0.6273360E+01
  12  33.16 0.1322240E+02 0.5530030E+01 0.6374170E+01
  12  35.05 0.1283810E+02 0.5529980E+01 0.6558320E+01
  12  36.95 0.1248870E+02 0.5563380E+01 0.6690920E+01
  12  38.84 0.1219770E+02 0.5581900E+01 0.6866940E+01
  12  40.74 0.1195820E+02 0.5620690E+01 0.7023900E+01
  12  42.63 0.1174750E+02 0.5659770E+01 0.7182490E+01
  12  44.53 0.1156050E+02 0.5687200E+01 0.7352840E+01
  12  46.42 0.1138240E+02 0.5704060E+01 0.7513140E+01
  12  48.32 0.1121450E+02 0.5718690E+01 0.7650900E+01
  12  50.21 0.1104930E+02 0.5693660E+01 0.7816810E+01
  12  52.11 0.1089330E+02 0.5688150E+01 0.7908790E+01
  12  54.00 0.1075410E+02 0.5618500E+01 0.8048560E+01
  12  55.89 0.1063670E+02 0.5522550E+01 0.8164310E+01
  12  57.79 0.1054900E+02 0.5401050E+01 0.8256500E+01
  12  59.68 0.1049300E+02 0.5259900E+01 0.8330430E+01
  12  61.58 0.1045730E+02 0.5104630E+01 0.8396950E+01
  12  63.47 0.1043730E+02 0.4944710E+01 0.8457820E+01
  12  65.37 0.1043340E+02 0.4736000E+01 0.8581980E+01
  12  67.26 0.1044690E+02 0.4503830E+01 0.8711550E+01
  12  69.16 0.1047280E+02 0.4243300E+01 0.8874740E+01
  12  71.05 0.1049590E+02 0.3886480E+01 0.9194050E+01
  12  72.95 0.1050000E+02 0.3406530E+01 0.9778440E+01
  12  74.84 0.1046970E+02 0.2664340E+01 0.1088840E+02
  12  76.74 0.1041270E+02 0.2506910E+01 0.1118230E+02
  12  78.63 0.1035050E+02 0.2459240E+01 0.1136190E+02
  12  80.53 0.1030860E+02 0.2430750E+01 0.1149060E+02
  12  82.42 0.1028610E+02 0.2413230E+01 0.1158720E+02
  12  84.32 0.1027720E+02 0.2407900E+01 0.1166140E+02
  12  86.21 0.1027450E+02 0.2406320E+01 0.1171150E+02
  12  88.11 0.1029130E+02 0.2406840E+01 0.1174940E+02
  12  90.00 0.1029360E+02 0.2405530E+01 0.1175620E+02
