Figure 11: Seasonal/latitudinal variations of the column abundances of AlO, AlOH and Al+ 
(units: 10^7 cm-2 ), averaged over 2004-2014
 Month, Latitude, Al+,AlO,AlOH (10^7 cm-2)
   1 -90.00 0.3120980E+02 0.3272170E+01 0.1474390E+01
   1 -88.11 0.3126440E+02 0.3254150E+01 0.1487430E+01
   1 -86.21 0.3141910E+02 0.3219170E+01 0.1518830E+01
   1 -84.32 0.3167620E+02 0.3213440E+01 0.1559060E+01
   1 -82.42 0.3204410E+02 0.3245160E+01 0.1605960E+01
   1 -80.53 0.3250230E+02 0.3307190E+01 0.1659650E+01
   1 -78.63 0.3304940E+02 0.3393050E+01 0.1721210E+01
   1 -76.74 0.3366850E+02 0.3492950E+01 0.1797920E+01
   1 -74.84 0.3435560E+02 0.3600150E+01 0.1887400E+01
   1 -72.95 0.3507660E+02 0.3712190E+01 0.1990480E+01
   1 -71.05 0.3581900E+02 0.3831080E+01 0.2098600E+01
   1 -69.16 0.3653220E+02 0.3951180E+01 0.2208370E+01
   1 -67.26 0.3719840E+02 0.4074540E+01 0.2311900E+01
   1 -65.37 0.3781980E+02 0.4207760E+01 0.2413280E+01
   1 -63.47 0.3831460E+02 0.4289120E+01 0.2580080E+01
   1 -61.58 0.3868620E+02 0.4331950E+01 0.2801260E+01
   1 -59.68 0.3890300E+02 0.4314370E+01 0.3087750E+01
   1 -57.79 0.3893580E+02 0.4306060E+01 0.3350770E+01
   1 -55.89 0.3878660E+02 0.4316230E+01 0.3579330E+01
   1 -54.00 0.3842470E+02 0.4336590E+01 0.3786360E+01
   1 -52.11 0.3791400E+02 0.4357180E+01 0.3977090E+01
   1 -50.21 0.3732440E+02 0.4380610E+01 0.4147570E+01
   1 -48.32 0.3669490E+02 0.4402410E+01 0.4303220E+01
   1 -46.42 0.3606370E+02 0.4431410E+01 0.4433550E+01
   1 -44.53 0.3544460E+02 0.4472310E+01 0.4543120E+01
   1 -42.63 0.3483910E+02 0.4523090E+01 0.4631490E+01
   1 -40.74 0.3424700E+02 0.4580750E+01 0.4704900E+01
   1 -38.84 0.3366310E+02 0.4641930E+01 0.4765800E+01
   1 -36.95 0.3306960E+02 0.4692770E+01 0.4827130E+01
   1 -35.05 0.3246330E+02 0.4731870E+01 0.4884170E+01
   1 -33.16 0.3184890E+02 0.4764450E+01 0.4918870E+01
   1 -31.26 0.3123240E+02 0.4778270E+01 0.4951650E+01
   1 -29.37 0.3062760E+02 0.4776270E+01 0.4975060E+01
   1 -27.47 0.3003660E+02 0.4760950E+01 0.4992080E+01
   1 -25.58 0.2946350E+02 0.4732800E+01 0.5000680E+01
   1 -23.68 0.2890590E+02 0.4686530E+01 0.5009900E+01
   1 -21.79 0.2835530E+02 0.4638040E+01 0.4999340E+01
   1 -19.89 0.2781300E+02 0.4568570E+01 0.5002690E+01
   1 -18.00 0.2727790E+02 0.4505820E+01 0.4979060E+01
   1 -16.11 0.2675360E+02 0.4433280E+01 0.4969700E+01
   1 -14.21 0.2622520E+02 0.4371360E+01 0.4943430E+01
   1 -12.32 0.2568720E+02 0.4306690E+01 0.4931340E+01
   1 -10.42 0.2514270E+02 0.4235450E+01 0.4942240E+01
   1  -8.53 0.2458610E+02 0.4197180E+01 0.4914190E+01
   1  -6.63 0.2401760E+02 0.4148360E+01 0.4924090E+01
   1  -4.74 0.2344600E+02 0.4092890E+01 0.4963840E+01
   1  -2.84 0.2287400E+02 0.4079730E+01 0.4957610E+01
   1  -0.95 0.2231680E+02 0.4079820E+01 0.4957180E+01
   1   0.95 0.2178410E+02 0.4037880E+01 0.5044150E+01
   1   2.84 0.2127880E+02 0.4058290E+01 0.5052610E+01
   1   4.74 0.2080460E+02 0.4096840E+01 0.5061660E+01
   1   6.63 0.2035420E+02 0.4124550E+01 0.5115890E+01
   1   8.53 0.1992430E+02 0.4172430E+01 0.5165140E+01
   1  10.42 0.1950510E+02 0.4259280E+01 0.5176720E+01
   1  12.32 0.1908740E+02 0.4352160E+01 0.5197660E+01
   1  14.21 0.1866370E+02 0.4424810E+01 0.5268450E+01
   1  16.11 0.1822780E+02 0.4517880E+01 0.5321250E+01
   1  18.00 0.1777900E+02 0.4625280E+01 0.5363900E+01
   1  19.89 0.1731290E+02 0.4699330E+01 0.5463980E+01
   1  21.79 0.1683140E+02 0.4776640E+01 0.5561620E+01
   1  23.68 0.1633420E+02 0.4849710E+01 0.5666550E+01
   1  25.58 0.1583050E+02 0.4902400E+01 0.5805360E+01
   1  27.47 0.1533280E+02 0.4962970E+01 0.5936140E+01
   1  29.37 0.1486920E+02 0.5025670E+01 0.6069070E+01
   1  31.26 0.1443200E+02 0.5068130E+01 0.6236660E+01
   1  33.16 0.1401940E+02 0.5123940E+01 0.6380600E+01
   1  35.05 0.1363340E+02 0.5168010E+01 0.6534410E+01
   1  36.95 0.1328170E+02 0.5201810E+01 0.6697390E+01
   1  38.84 0.1298170E+02 0.5246150E+01 0.6849240E+01
   1  40.74 0.1272600E+02 0.5276980E+01 0.7022300E+01
   1  42.63 0.1250210E+02 0.5318010E+01 0.7178980E+01
   1  44.53 0.1230100E+02 0.5338410E+01 0.7352100E+01
   1  46.42 0.1211800E+02 0.5362970E+01 0.7490720E+01
   1  48.32 0.1195820E+02 0.5364230E+01 0.7633430E+01
   1  50.21 0.1182810E+02 0.5363090E+01 0.7750600E+01
   1  52.11 0.1171550E+02 0.5345040E+01 0.7852720E+01
   1  54.00 0.1161990E+02 0.5304710E+01 0.7943150E+01
   1  55.89 0.1154820E+02 0.5249740E+01 0.8011530E+01
   1  57.79 0.1149920E+02 0.5171900E+01 0.8071430E+01
   1  59.68 0.1146740E+02 0.5073500E+01 0.8119390E+01
   1  61.58 0.1145440E+02 0.4954740E+01 0.8170310E+01
   1  63.47 0.1145160E+02 0.4819130E+01 0.8224500E+01
   1  65.37 0.1145850E+02 0.4664860E+01 0.8280490E+01
   1  67.26 0.1148170E+02 0.4474890E+01 0.8353500E+01
   1  69.16 0.1151780E+02 0.4247750E+01 0.8461830E+01
   1  71.05 0.1155660E+02 0.3987230E+01 0.8634120E+01
   1  72.95 0.1157270E+02 0.3674550E+01 0.8943990E+01
   1  74.84 0.1154130E+02 0.3177870E+01 0.9622950E+01
   1  76.74 0.1147850E+02 0.2761880E+01 0.1026970E+02
   1  78.63 0.1140900E+02 0.2466280E+01 0.1076540E+02
   1  80.53 0.1136140E+02 0.2341360E+01 0.1099120E+02
   1  82.42 0.1132980E+02 0.2301390E+01 0.1107970E+02
   1  84.32 0.1130920E+02 0.2284860E+01 0.1113900E+02
   1  86.21 0.1130400E+02 0.2279590E+01 0.1117210E+02
   1  88.11 0.1130570E+02 0.2278990E+01 0.1119140E+02
   1  90.00 0.1129850E+02 0.2278390E+01 0.1119310E+02
   2 -90.00 0.3712250E+02 0.9668130E+01 0.2404260E+01
   2 -88.11 0.3712970E+02 0.9621870E+01 0.2421850E+01
   2 -86.21 0.3712320E+02 0.9503920E+01 0.2468790E+01
   2 -84.32 0.3711400E+02 0.9407880E+01 0.2521820E+01
   2 -82.42 0.3705180E+02 0.9334090E+01 0.2586880E+01
   2 -80.53 0.3692220E+02 0.9272740E+01 0.2665840E+01
   2 -78.63 0.3672350E+02 0.9212430E+01 0.2752600E+01
   2 -76.74 0.3646060E+02 0.9134610E+01 0.2844940E+01
   2 -74.84 0.3613380E+02 0.9032000E+01 0.2936860E+01
   2 -72.95 0.3569560E+02 0.8779660E+01 0.3149430E+01
   2 -71.05 0.3526360E+02 0.8428960E+01 0.3438400E+01
   2 -69.16 0.3484330E+02 0.8018450E+01 0.3764850E+01
   2 -67.26 0.3442850E+02 0.7583510E+01 0.4101850E+01
   2 -65.37 0.3407170E+02 0.7166720E+01 0.4427560E+01
   2 -63.47 0.3374150E+02 0.6822460E+01 0.4677230E+01
   2 -61.58 0.3349170E+02 0.6550950E+01 0.4862030E+01
   2 -59.68 0.3326940E+02 0.6324780E+01 0.4997300E+01
   2 -57.79 0.3303760E+02 0.6133140E+01 0.5092320E+01
   2 -55.89 0.3275930E+02 0.5969170E+01 0.5159150E+01
   2 -54.00 0.3242840E+02 0.5830480E+01 0.5204640E+01
   2 -52.11 0.3205820E+02 0.5712090E+01 0.5226100E+01
   2 -50.21 0.3166990E+02 0.5606650E+01 0.5233490E+01
   2 -48.32 0.3126990E+02 0.5517350E+01 0.5223200E+01
   2 -46.42 0.3086790E+02 0.5442170E+01 0.5208060E+01
   2 -44.53 0.3048250E+02 0.5389010E+01 0.5186160E+01
   2 -42.63 0.3009640E+02 0.5351150E+01 0.5165630E+01
   2 -40.74 0.2970420E+02 0.5323280E+01 0.5146670E+01
   2 -38.84 0.2929300E+02 0.5297640E+01 0.5135250E+01
   2 -36.95 0.2885260E+02 0.5273080E+01 0.5123650E+01
   2 -35.05 0.2839560E+02 0.5239390E+01 0.5122660E+01
   2 -33.16 0.2792710E+02 0.5199470E+01 0.5119240E+01
   2 -31.26 0.2745100E+02 0.5148920E+01 0.5117100E+01
   2 -29.37 0.2696850E+02 0.5093040E+01 0.5103620E+01
   2 -27.47 0.2649550E+02 0.5022520E+01 0.5096330E+01
   2 -25.58 0.2604240E+02 0.4943600E+01 0.5084990E+01
   2 -23.68 0.2561390E+02 0.4860460E+01 0.5069200E+01
   2 -21.79 0.2520990E+02 0.4769890E+01 0.5055680E+01
   2 -19.89 0.2483630E+02 0.4681410E+01 0.5032320E+01
   2 -18.00 0.2449190E+02 0.4593790E+01 0.5005280E+01
   2 -16.11 0.2417410E+02 0.4501560E+01 0.4990700E+01
   2 -14.21 0.2386260E+02 0.4412140E+01 0.4979500E+01
   2 -12.32 0.2354340E+02 0.4333160E+01 0.4963330E+01
   2 -10.42 0.2321440E+02 0.4258540E+01 0.4956110E+01
   2  -8.53 0.2287160E+02 0.4184990E+01 0.4959730E+01
   2  -6.63 0.2250350E+02 0.4131080E+01 0.4949310E+01
   2  -4.74 0.2210400E+02 0.4091020E+01 0.4936960E+01
   2  -2.84 0.2168260E+02 0.4063970E+01 0.4933840E+01
   2  -0.95 0.2123350E+02 0.4011960E+01 0.4988200E+01
   2   0.95 0.2076370E+02 0.3987870E+01 0.5016710E+01
   2   2.84 0.2027890E+02 0.3991780E+01 0.5017420E+01
   2   4.74 0.1978900E+02 0.4009100E+01 0.5016600E+01
   2   6.63 0.1930110E+02 0.4037490E+01 0.5016410E+01
   2   8.53 0.1881700E+02 0.4062840E+01 0.5039760E+01
   2  10.42 0.1833510E+02 0.4095710E+01 0.5069390E+01
   2  12.32 0.1784930E+02 0.4141780E+01 0.5092760E+01
   2  14.21 0.1735220E+02 0.4194360E+01 0.5116430E+01
   2  16.11 0.1683860E+02 0.4245760E+01 0.5146310E+01
   2  18.00 0.1631080E+02 0.4287990E+01 0.5194140E+01
   2  19.89 0.1576880E+02 0.4328090E+01 0.5245590E+01
   2  21.79 0.1521880E+02 0.4361910E+01 0.5303710E+01
   2  23.68 0.1467560E+02 0.4391120E+01 0.5368800E+01
   2  25.58 0.1416090E+02 0.4410030E+01 0.5452060E+01
   2  27.47 0.1367370E+02 0.4427060E+01 0.5543460E+01
   2  29.37 0.1321050E+02 0.4446410E+01 0.5640080E+01
   2  31.26 0.1277230E+02 0.4466540E+01 0.5742510E+01
   2  33.16 0.1236750E+02 0.4480670E+01 0.5857670E+01
   2  35.05 0.1199460E+02 0.4493860E+01 0.5976190E+01
   2  36.95 0.1165260E+02 0.4510290E+01 0.6099600E+01
   2  38.84 0.1135740E+02 0.4534510E+01 0.6230310E+01
   2  40.74 0.1111890E+02 0.4565410E+01 0.6372510E+01
   2  42.63 0.1093150E+02 0.4608540E+01 0.6513460E+01
   2  44.53 0.1078930E+02 0.4660450E+01 0.6653070E+01
   2  46.42 0.1067910E+02 0.4712390E+01 0.6792870E+01
   2  48.32 0.1059000E+02 0.4765160E+01 0.6923040E+01
   2  50.21 0.1051170E+02 0.4815310E+01 0.7042290E+01
   2  52.11 0.1044170E+02 0.4851370E+01 0.7147910E+01
   2  54.00 0.1038410E+02 0.4877480E+01 0.7228850E+01
   2  55.89 0.1034490E+02 0.4889710E+01 0.7297180E+01
   2  57.79 0.1032850E+02 0.4891690E+01 0.7345690E+01
   2  59.68 0.1032390E+02 0.4875890E+01 0.7382270E+01
   2  61.58 0.1032740E+02 0.4854390E+01 0.7404200E+01
   2  63.47 0.1033300E+02 0.4825650E+01 0.7415020E+01
   2  65.37 0.1035380E+02 0.4785180E+01 0.7417890E+01
   2  67.26 0.1039450E+02 0.4724800E+01 0.7418590E+01
   2  69.16 0.1045500E+02 0.4641170E+01 0.7418460E+01
   2  71.05 0.1052320E+02 0.4542830E+01 0.7426990E+01
   2  72.95 0.1057880E+02 0.4449380E+01 0.7453130E+01
   2  74.84 0.1059620E+02 0.4374580E+01 0.7505990E+01
   2  76.74 0.1056290E+02 0.4301490E+01 0.7618210E+01
   2  78.63 0.1050810E+02 0.4170020E+01 0.7826180E+01
   2  80.53 0.1046300E+02 0.3867390E+01 0.8272480E+01
   2  82.42 0.1042550E+02 0.3490350E+01 0.8817400E+01
   2  84.32 0.1040930E+02 0.3113190E+01 0.9371630E+01
   2  86.21 0.1040540E+02 0.2763080E+01 0.9883530E+01
   2  88.11 0.1041080E+02 0.2452440E+01 0.1034670E+02
   2  90.00 0.1041150E+02 0.2344010E+01 0.1050410E+02
   3 -90.00 0.2094720E+02 0.1236240E+02 0.3343770E+01
   3 -88.11 0.2094040E+02 0.1226860E+02 0.3342590E+01
   3 -86.21 0.2087980E+02 0.1197810E+02 0.3427190E+01
   3 -84.32 0.2077800E+02 0.1152280E+02 0.3752290E+01
   3 -82.42 0.2055360E+02 0.1102800E+02 0.4135580E+01
   3 -80.53 0.2022170E+02 0.1054460E+02 0.4530680E+01
   3 -78.63 0.1980660E+02 0.1005130E+02 0.4921530E+01
   3 -76.74 0.1933790E+02 0.9520690E+01 0.5317960E+01
   3 -74.84 0.1886480E+02 0.8965430E+01 0.5714220E+01
   3 -72.95 0.1837800E+02 0.8463410E+01 0.6017630E+01
   3 -71.05 0.1797370E+02 0.8042110E+01 0.6236030E+01
   3 -69.16 0.1765170E+02 0.7689470E+01 0.6401090E+01
   3 -67.26 0.1737090E+02 0.7375480E+01 0.6530130E+01
   3 -65.37 0.1713810E+02 0.7097670E+01 0.6632980E+01
   3 -63.47 0.1694890E+02 0.6853460E+01 0.6717410E+01
   3 -61.58 0.1683420E+02 0.6650260E+01 0.6789720E+01
   3 -59.68 0.1675270E+02 0.6470910E+01 0.6842980E+01
   3 -57.79 0.1668660E+02 0.6309720E+01 0.6872630E+01
   3 -55.89 0.1662680E+02 0.6171500E+01 0.6874430E+01
   3 -54.00 0.1658130E+02 0.6058930E+01 0.6850440E+01
   3 -52.11 0.1658110E+02 0.5962150E+01 0.6802500E+01
   3 -50.21 0.1665340E+02 0.5882490E+01 0.6726010E+01
   3 -48.32 0.1681580E+02 0.5812130E+01 0.6634910E+01
   3 -46.42 0.1706140E+02 0.5754970E+01 0.6524950E+01
   3 -44.53 0.1736600E+02 0.5702220E+01 0.6408580E+01
   3 -42.63 0.1772370E+02 0.5655010E+01 0.6286250E+01
   3 -40.74 0.1811310E+02 0.5614330E+01 0.6158080E+01
   3 -38.84 0.1852010E+02 0.5574900E+01 0.6033770E+01
   3 -36.95 0.1893890E+02 0.5532480E+01 0.5915150E+01
   3 -35.05 0.1933890E+02 0.5491220E+01 0.5797250E+01
   3 -33.16 0.1972180E+02 0.5449880E+01 0.5685940E+01
   3 -31.26 0.2008300E+02 0.5405360E+01 0.5581840E+01
   3 -29.37 0.2040360E+02 0.5354650E+01 0.5489470E+01
   3 -27.47 0.2068170E+02 0.5302200E+01 0.5406240E+01
   3 -25.58 0.2091900E+02 0.5247470E+01 0.5331270E+01
   3 -23.68 0.2111540E+02 0.5185840E+01 0.5268420E+01
   3 -21.79 0.2125770E+02 0.5116680E+01 0.5219440E+01
   3 -19.89 0.2135270E+02 0.5040800E+01 0.5185020E+01
   3 -18.00 0.2142990E+02 0.4963320E+01 0.5162280E+01
   3 -16.11 0.2149880E+02 0.4891760E+01 0.5145570E+01
   3 -14.21 0.2155400E+02 0.4824080E+01 0.5136430E+01
   3 -12.32 0.2160710E+02 0.4762690E+01 0.5135360E+01
   3 -10.42 0.2166130E+02 0.4707930E+01 0.5139540E+01
   3  -8.53 0.2170640E+02 0.4658280E+01 0.5146190E+01
   3  -6.63 0.2173350E+02 0.4612840E+01 0.5153190E+01
   3  -4.74 0.2172670E+02 0.4569990E+01 0.5159960E+01
   3  -2.84 0.2166540E+02 0.4526920E+01 0.5168530E+01
   3  -0.95 0.2151410E+02 0.4501170E+01 0.5155010E+01
   3   0.95 0.2125130E+02 0.4478660E+01 0.5139630E+01
   3   2.84 0.2089060E+02 0.4459840E+01 0.5121650E+01
   3   4.74 0.2046460E+02 0.4445590E+01 0.5099150E+01
   3   6.63 0.2000200E+02 0.4439280E+01 0.5067200E+01
   3   8.53 0.1951730E+02 0.4441400E+01 0.5027140E+01
   3  10.42 0.1901710E+02 0.4449790E+01 0.4986830E+01
   3  12.32 0.1850340E+02 0.4462990E+01 0.4948620E+01
   3  14.21 0.1797670E+02 0.4476100E+01 0.4914780E+01
   3  16.11 0.1743990E+02 0.4488330E+01 0.4888950E+01
   3  18.00 0.1689690E+02 0.4495480E+01 0.4876540E+01
   3  19.89 0.1635280E+02 0.4499480E+01 0.4874570E+01
   3  21.79 0.1580420E+02 0.4497540E+01 0.4884790E+01
   3  23.68 0.1527150E+02 0.4493110E+01 0.4908800E+01
   3  25.58 0.1477310E+02 0.4490640E+01 0.4946070E+01
   3  27.47 0.1430040E+02 0.4491000E+01 0.4992620E+01
   3  29.37 0.1384730E+02 0.4491590E+01 0.5045670E+01
   3  31.26 0.1339760E+02 0.4490000E+01 0.5107720E+01
   3  33.16 0.1295370E+02 0.4485860E+01 0.5177550E+01
   3  35.05 0.1251940E+02 0.4483070E+01 0.5255450E+01
   3  36.95 0.1210730E+02 0.4478550E+01 0.5342550E+01
   3  38.84 0.1174620E+02 0.4480610E+01 0.5439390E+01
   3  40.74 0.1144440E+02 0.4496430E+01 0.5537790E+01
   3  42.63 0.1119260E+02 0.4526680E+01 0.5639440E+01
   3  44.53 0.1097420E+02 0.4570320E+01 0.5742710E+01
   3  46.42 0.1078300E+02 0.4624050E+01 0.5842090E+01
   3  48.32 0.1061320E+02 0.4680900E+01 0.5930610E+01
   3  50.21 0.1046460E+02 0.4740730E+01 0.6006800E+01
   3  52.11 0.1033110E+02 0.4796990E+01 0.6071930E+01
   3  54.00 0.1021610E+02 0.4852190E+01 0.6122200E+01
   3  55.89 0.1011380E+02 0.4904220E+01 0.6158740E+01
   3  57.79 0.1002940E+02 0.4953940E+01 0.6185660E+01
   3  59.68 0.9959200E+01 0.5002600E+01 0.6197290E+01
   3  61.58 0.9899800E+01 0.5056320E+01 0.6201490E+01
   3  63.47 0.9849740E+01 0.5122680E+01 0.6193280E+01
   3  65.37 0.9814060E+01 0.5196790E+01 0.6173450E+01
   3  67.26 0.9805440E+01 0.5272110E+01 0.6138620E+01
   3  69.16 0.9820710E+01 0.5345490E+01 0.6087710E+01
   3  71.05 0.9862540E+01 0.5435170E+01 0.6016760E+01
   3  72.95 0.9911960E+01 0.5562660E+01 0.5921760E+01
   3  74.84 0.9933650E+01 0.5751630E+01 0.5797790E+01
   3  76.74 0.9919850E+01 0.6013600E+01 0.5630130E+01
   3  78.63 0.9899540E+01 0.6344070E+01 0.5379150E+01
   3  80.53 0.9900920E+01 0.6732590E+01 0.5010980E+01
   3  82.42 0.9925790E+01 0.7096450E+01 0.4627830E+01
   3  84.32 0.9969100E+01 0.7442280E+01 0.4240770E+01
   3  86.21 0.1000340E+02 0.7741500E+01 0.3851390E+01
   3  88.11 0.1003360E+02 0.8017230E+01 0.3476800E+01
   3  90.00 0.1005230E+02 0.8125770E+01 0.3334770E+01
   4 -90.00 0.1387850E+02 0.5976980E+01 0.1077180E+02
   4 -88.11 0.1388940E+02 0.5948690E+01 0.1072290E+02
   4 -86.21 0.1392830E+02 0.5992070E+01 0.1047090E+02
   4 -84.32 0.1397780E+02 0.6273880E+01 0.9907650E+01
   4 -82.42 0.1396810E+02 0.6651600E+01 0.9266850E+01
   4 -80.53 0.1391170E+02 0.6914210E+01 0.8891910E+01
   4 -78.63 0.1381780E+02 0.7070300E+01 0.8690670E+01
   4 -76.74 0.1371160E+02 0.7174520E+01 0.8547980E+01
   4 -74.84 0.1360810E+02 0.7237380E+01 0.8431030E+01
   4 -72.95 0.1349810E+02 0.7248820E+01 0.8326920E+01
   4 -71.05 0.1340590E+02 0.7224760E+01 0.8233350E+01
   4 -69.16 0.1334490E+02 0.7180640E+01 0.8146030E+01
   4 -67.26 0.1330680E+02 0.7121800E+01 0.8064590E+01
   4 -65.37 0.1328080E+02 0.7052610E+01 0.7982080E+01
   4 -63.47 0.1326390E+02 0.6976540E+01 0.7898180E+01
   4 -61.58 0.1326790E+02 0.6902770E+01 0.7811610E+01
   4 -59.68 0.1327670E+02 0.6821730E+01 0.7728740E+01
   4 -57.79 0.1328190E+02 0.6743940E+01 0.7643250E+01
   4 -55.89 0.1326520E+02 0.6669700E+01 0.7559860E+01
   4 -54.00 0.1324700E+02 0.6605720E+01 0.7478570E+01
   4 -52.11 0.1326320E+02 0.6548620E+01 0.7387130E+01
   4 -50.21 0.1334220E+02 0.6487640E+01 0.7285350E+01
   4 -48.32 0.1349820E+02 0.6429990E+01 0.7167880E+01
   4 -46.42 0.1371620E+02 0.6370740E+01 0.7029560E+01
   4 -44.53 0.1398490E+02 0.6306780E+01 0.6884530E+01
   4 -42.63 0.1429820E+02 0.6243090E+01 0.6738240E+01
   4 -40.74 0.1465610E+02 0.6183330E+01 0.6587860E+01
   4 -38.84 0.1506090E+02 0.6126500E+01 0.6438350E+01
   4 -36.95 0.1548600E+02 0.6070940E+01 0.6294600E+01
   4 -35.05 0.1591680E+02 0.6014280E+01 0.6161250E+01
   4 -33.16 0.1633760E+02 0.5962320E+01 0.6033320E+01
   4 -31.26 0.1676000E+02 0.5914830E+01 0.5909590E+01
   4 -29.37 0.1718840E+02 0.5868930E+01 0.5791140E+01
   4 -27.47 0.1762060E+02 0.5816590E+01 0.5683640E+01
   4 -25.58 0.1803590E+02 0.5760710E+01 0.5589040E+01
   4 -23.68 0.1842710E+02 0.5702680E+01 0.5504960E+01
   4 -21.79 0.1878190E+02 0.5640020E+01 0.5431130E+01
   4 -19.89 0.1909880E+02 0.5572880E+01 0.5368460E+01
   4 -18.00 0.1937290E+02 0.5494950E+01 0.5320350E+01
   4 -16.11 0.1961180E+02 0.5408050E+01 0.5288530E+01
   4 -14.21 0.1982750E+02 0.5323790E+01 0.5264320E+01
   4 -12.32 0.2003200E+02 0.5247440E+01 0.5245760E+01
   4 -10.42 0.2023440E+02 0.5182260E+01 0.5226400E+01
   4  -8.53 0.2041860E+02 0.5126210E+01 0.5202840E+01
   4  -6.63 0.2056670E+02 0.5055070E+01 0.5199250E+01
   4  -4.74 0.2068040E+02 0.4988980E+01 0.5190970E+01
   4  -2.84 0.2074150E+02 0.4930140E+01 0.5177170E+01
   4  -0.95 0.2073130E+02 0.4879850E+01 0.5157370E+01
   4   0.95 0.2062700E+02 0.4834460E+01 0.5132770E+01
   4   2.84 0.2042390E+02 0.4832130E+01 0.5051430E+01
   4   4.74 0.2016290E+02 0.4811900E+01 0.4999090E+01
   4   6.63 0.1987560E+02 0.4790460E+01 0.4958370E+01
   4   8.53 0.1957350E+02 0.4772740E+01 0.4922490E+01
   4  10.42 0.1925070E+02 0.4768750E+01 0.4877280E+01
   4  12.32 0.1889190E+02 0.4776260E+01 0.4822060E+01
   4  14.21 0.1850210E+02 0.4780700E+01 0.4775020E+01
   4  16.11 0.1807670E+02 0.4782150E+01 0.4738890E+01
   4  18.00 0.1761810E+02 0.4781490E+01 0.4710110E+01
   4  19.89 0.1714630E+02 0.4785060E+01 0.4680000E+01
   4  21.79 0.1667350E+02 0.4784570E+01 0.4661210E+01
   4  23.68 0.1621190E+02 0.4780500E+01 0.4654900E+01
   4  25.58 0.1575680E+02 0.4777130E+01 0.4654480E+01
   4  27.47 0.1531330E+02 0.4772130E+01 0.4661020E+01
   4  29.37 0.1488540E+02 0.4761560E+01 0.4678140E+01
   4  31.26 0.1447000E+02 0.4748070E+01 0.4699840E+01
   4  33.16 0.1406260E+02 0.4732690E+01 0.4724520E+01
   4  35.05 0.1366700E+02 0.4712200E+01 0.4757440E+01
   4  36.95 0.1328380E+02 0.4692020E+01 0.4789990E+01
   4  38.84 0.1295470E+02 0.4679490E+01 0.4824390E+01
   4  40.74 0.1268370E+02 0.4680270E+01 0.4858400E+01
   4  42.63 0.1245290E+02 0.4694170E+01 0.4889600E+01
   4  44.53 0.1225280E+02 0.4720600E+01 0.4913520E+01
   4  46.42 0.1207480E+02 0.4757850E+01 0.4930440E+01
   4  48.32 0.1190080E+02 0.4801980E+01 0.4935790E+01
   4  50.21 0.1173980E+02 0.4854070E+01 0.4935040E+01
   4  52.11 0.1160320E+02 0.4919210E+01 0.4923270E+01
   4  54.00 0.1149490E+02 0.4999420E+01 0.4900750E+01
   4  55.89 0.1141030E+02 0.5098000E+01 0.4866800E+01
   4  57.79 0.1136220E+02 0.5219990E+01 0.4814020E+01
   4  59.68 0.1134450E+02 0.5359240E+01 0.4746540E+01
   4  61.58 0.1135050E+02 0.5525600E+01 0.4656680E+01
   4  63.47 0.1136710E+02 0.5717570E+01 0.4542950E+01
   4  65.37 0.1139900E+02 0.5941630E+01 0.4399380E+01
   4  67.26 0.1144670E+02 0.6202550E+01 0.4207670E+01
   4  69.16 0.1152530E+02 0.6528590E+01 0.3936990E+01
   4  71.05 0.1162380E+02 0.6874630E+01 0.3663140E+01
   4  72.95 0.1171390E+02 0.7236520E+01 0.3415290E+01
   4  74.84 0.1175610E+02 0.7616540E+01 0.3193910E+01
   4  76.74 0.1173950E+02 0.7998110E+01 0.3012270E+01
   4  78.63 0.1168650E+02 0.8303300E+01 0.2912930E+01
   4  80.53 0.1164780E+02 0.8484490E+01 0.2928320E+01
   4  82.42 0.1164420E+02 0.8636250E+01 0.2941500E+01
   4  84.32 0.1165390E+02 0.8769740E+01 0.2950400E+01
   4  86.21 0.1164990E+02 0.8860210E+01 0.2957110E+01
   4  88.11 0.1164970E+02 0.8927690E+01 0.2960390E+01
   4  90.00 0.1165410E+02 0.8953570E+01 0.2961860E+01
   5 -90.00 0.1306670E+02 0.3273780E+01 0.1462410E+02
   5 -88.11 0.1307940E+02 0.3257010E+01 0.1457570E+02
   5 -86.21 0.1310220E+02 0.3235280E+01 0.1442550E+02
   5 -84.32 0.1309400E+02 0.3251630E+01 0.1419110E+02
   5 -82.42 0.1303880E+02 0.3333210E+01 0.1387340E+02
   5 -80.53 0.1297580E+02 0.3645100E+01 0.1322010E+02
   5 -78.63 0.1292730E+02 0.4136180E+01 0.1235050E+02
   5 -76.74 0.1289440E+02 0.4721300E+01 0.1139850E+02
   5 -74.84 0.1287790E+02 0.5356770E+01 0.1041320E+02
   5 -72.95 0.1286140E+02 0.5737770E+01 0.9858290E+01
   5 -71.05 0.1287110E+02 0.5992960E+01 0.9502970E+01
   5 -69.16 0.1290080E+02 0.6181050E+01 0.9240350E+01
   5 -67.26 0.1294490E+02 0.6326940E+01 0.9020240E+01
   5 -65.37 0.1300450E+02 0.6440000E+01 0.8822790E+01
   5 -63.47 0.1306040E+02 0.6515750E+01 0.8636090E+01
   5 -61.58 0.1312820E+02 0.6570410E+01 0.8462530E+01
   5 -59.68 0.1320550E+02 0.6610030E+01 0.8297320E+01
   5 -57.79 0.1328620E+02 0.6635420E+01 0.8143640E+01
